TITLE     = "Subsonic"
VARIABLES = "X"
"Y"
"Density"
"QX"
"QY"
"T"
"U"
"V"
"Txy"
"Mach"
"Pressure"
"Kundsen"
ZONE T="MAIN ZONE"
 STRANDID=0, SOLUTIONTIME=0
 I=101, J=31, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 0.000000000E+00 5.700000111E-05 1.600700021E+00 1.611000000E+05 1.323200000E+05 3.000000000E+02 3.056100082E+01 1.196800041E+01 -1.311599976E+03 1.216000021E-01 1.010499954E+00 5.712599959E-04
 2.049999921E-06 5.779999992E-05 1.606199980E+00 7.216300000E+04 6.811000000E+04 2.990899963E+02 3.377099991E+01 1.267899990E+01 -5.704299927E+02 1.291500032E-01 1.005599976E+00 5.750199780E-04
 4.099999842E-06 5.859999874E-05 1.611600041E+00 -2.444000000E+04 -1.435900024E+03 2.981799927E+02 3.856100082E+01 1.405500031E+01 1.394700012E+02 1.426399946E-01 1.000699997E+00 5.787999835E-04
 6.149999990E-06 5.940000119E-05 1.610700011E+00 -1.525600000E+04 -1.247500000E+04 2.981600037E+02 4.161399841E+01 1.537600040E+01 1.021800003E+02 1.541900039E-01 1.000000000E+00 5.791399744E-04
 8.199999684E-06 6.020000001E-05 1.607800007E+00 -8.460799805E+03 -1.428400000E+04 2.981799927E+02 4.497499847E+01 1.654500008E+01 9.000199890E+01 1.665599942E-01 9.983100295E-01 5.801700172E-04
 1.024999983E-05 6.099999882E-05 1.606799960E+00 3.400199951E+03 9.993599854E+02 2.977300110E+02 4.887799835E+01 1.794599915E+01 1.023899994E+02 1.811199933E-01 9.961599708E-01 5.805499968E-04
 1.229999998E-05 6.179999764E-05 1.604799986E+00 3.311300049E+03 1.313400024E+03 2.972300110E+02 5.271599960E+01 1.960099983E+01 1.471799927E+02 1.957899928E-01 9.933099747E-01 5.812500021E-04
 1.435000013E-05 6.259999645E-05 1.598299980E+00 -3.623600098E+03 -2.231500000E+03 2.973299866E+02 5.661500168E+01 2.112800026E+01 1.739700012E+02 2.103199959E-01 9.896000028E-01 5.836299970E-04
 1.639999937E-05 6.340000255E-05 1.594499946E+00 -1.609400000E+04 2.888899902E+03 2.972999878E+02 6.105300140E+01 2.271400070E+01 1.429799957E+02 2.267300040E-01 9.871600270E-01 5.849999725E-04
 1.845000043E-05 6.420000136E-05 1.590999961E+00 -1.811600000E+04 1.848800049E+03 2.970400085E+02 6.572699738E+01 2.458900070E+01 1.392299957E+02 2.443899959E-01 9.841099977E-01 5.862999824E-04
 2.049999966E-05 6.500000018E-05 1.586099982E+00 1.699199951E+03 2.270800049E+03 2.965899963E+02 7.015200043E+01 2.638500023E+01 1.435000000E+02 2.612200081E-01 9.796199799E-01 5.880999961E-04
 2.255000072E-05 6.579999899E-05 1.580100060E+00 5.025899902E+03 1.450100000E+04 2.962200012E+02 7.467199707E+01 2.818600082E+01 1.111800003E+02 2.783200145E-01 9.746800065E-01 5.903500132E-04
 2.459999996E-05 6.659999781E-05 1.571499944E+00 3.411000000E+03 2.923400000E+04 2.960499878E+02 7.958000183E+01 3.003499985E+01 1.471600037E+02 2.966899872E-01 9.688299894E-01 5.935700028E-04
 2.664999920E-05 6.739999662E-05 1.564200044E+00 -4.662600098E+03 1.515000000E+04 2.955299988E+02 8.481400299E+01 3.200699997E+01 1.746399994E+02 3.164800107E-01 9.625999928E-01 5.963500007E-04
 2.870000026E-05 6.820000272E-05 1.553699970E+00 -1.049000000E+04 -3.212199951E+03 2.950400085E+02 9.041600037E+01 3.429600143E+01 1.634299927E+02 3.378700018E-01 9.545599818E-01 6.003999733E-04
 3.075000132E-05 6.900000153E-05 1.542600036E+00 -1.183199951E+03 2.937699951E+03 2.945000000E+02 9.601300049E+01 3.641500092E+01 2.135700073E+02 3.591099977E-01 9.460200071E-01 6.047100178E-04
 3.279999873E-05 6.980000035E-05 1.534399986E+00 1.739300000E+04 6.908600098E+03 2.936199951E+02 1.017500000E+02 3.867599869E+01 1.953600006E+02 3.812499940E-01 9.381399751E-01 6.079499726E-04
 3.484999979E-05 7.059999916E-05 1.521299958E+00 2.391800000E+04 6.766200195E+03 2.928800049E+02 1.079899979E+02 4.113499832E+01 1.322500000E+02 4.052399993E-01 9.278699756E-01 6.131600239E-04
 3.690000085E-05 7.139999798E-05 1.504899979E+00 3.331300000E+04 1.238100000E+04 2.918200073E+02 1.149599991E+02 4.375199890E+01 1.996000061E+02 4.321300089E-01 9.145100117E-01 6.198500050E-04
 3.894999827E-05 7.219999679E-05 1.488399982E+00 4.606600000E+04 1.334600000E+04 2.905000000E+02 1.227200012E+02 4.672900009E+01 2.480599976E+02 4.623799920E-01 9.004099965E-01 6.267200224E-04
 4.099999933E-05 7.300000289E-05 1.467700005E+00 4.565600000E+04 2.246400000E+04 2.891900024E+02 1.316699982E+02 5.014699936E+01 2.359299927E+02 4.972499907E-01 8.838599920E-01 6.356100203E-04
 4.305000039E-05 7.380000170E-05 1.440700054E+00 5.135500000E+04 3.029800000E+04 2.876400146E+02 1.421399994E+02 5.417699814E+01 2.847000122E+02 5.382900238E-01 8.629500270E-01 6.475499831E-04
 4.510000144E-05 7.460000052E-05 1.406800032E+00 4.799800000E+04 2.042100000E+04 2.853399963E+02 1.543500061E+02 5.880799866E+01 3.589400024E+02 5.868999958E-01 8.359699845E-01 6.631700089E-04
